SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0267,Frozen Product 35,Frozen,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH6620,2025-08-11,2025-07-01,2026-02-12,29,494,73,96,0,0,47.98,1803,10.3,150.0,54,2,3.2,3.38,1580.36,2.91,13.0,0.9223,FIFO,In Stock,-2,2025-06-15,-0.0904,0.9709,
SKU0268,Personal Product 380,Personal Care,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH3623,2025-07-27,2025-07-06,2029-08-30,44,55,55,0,1,1,22.48,616000,2.45,342.0,117,10,6.56,6.57,360.72,12.26,9.0,0.8336,FEFO,Low Stock,3,2025-07-12,0.0968,0.8145,
SKU0269,Bakery Product 95,Bakery,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH4232,2025-05-31,2025-05-03,2025-06-02,101,304,68,44,0,0,48.35,1409,6.29,81.0,33,1,3.81,3.92,1158.24,4.77,22.0,0.7256,FEFO,Expiring Soon,0,2025-07-22,0.0027,0.8787999999999999,High return rate
SKU0270,Dairy Product 386,Dairy,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4063,2025-08-14,2025-07-22,2025-09-07,26,108,13,9,1,3,12.4,292000,8.71,25.0,13,1,1.56,1.44,168.25,3.44,3.0,0.8378,FEFO,Expiring Soon,-2,2025-08-15,-0.06559999999999999,0.7614,
SKU0271,Meat Product 442,Meat,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7367,2025-03-30,2025-02-19,2025-04-14,163,67,13,18,1,0,10.6,308000,6.32,55.0,23,3,8.7,8.3,582.85,4.75,6.0,0.7011,FEFO,Expiring Soon,0,2025-06-26,-0.0843,0.9573999999999999,Promotional item
SKU0272,Household Product 317,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2388,2025-04-05,2025-02-21,2029-07-26,157,107,10,2,1,3,7.64,242000,14.01,35.0,12,3,3.67,4.06,392.68,2.14,1.0,0.9682999999999999,FIFO,In Stock,3,2025-07-31,-0.053,0.6408,Promotional item
SKU0273,Fresh Product 192,Fresh Produce,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH3258,2025-06-02,2025-04-27,2025-06-11,99,891,51,196,2,0,66.48,2332,13.4,108.0,42,1,0.89,0.82,795.84,2.24,20.0,0.8178,FEFO,Expiring Soon,0,2025-07-17,0.046900000000000004,0.6774,
SKU0274,Pantry Product 356,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH5732,2025-07-29,2025-07-21,2029-04-26,42,193,36,43,0,0,15.92,616000,12.12,169.0,58,7,6.46,6.31,1246.45,2.47,6.0,0.8873000000000001,FIFO,In Stock,2,2025-07-31,-0.0034000000000000002,0.7371,
SKU0275,Pantry Product 444,Pantry,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4196,2025-05-08,2025-03-17,2027-02-11,124,148,19,23,0,1,11.0,273000,13.45,35.0,13,2,12.93,12.98,1913.09,2.23,4.0,0.9512,FEFO,In Stock,2,2025-06-30,-0.0711,0.8797,
SKU0276,Frozen Product 351,Frozen,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH3740,2025-05-19,2025-05-14,2026-03-20,113,166,52,7,0,1,21.53,833000,7.71,104.0,39,3,7.05,7.66,1169.72,3.89,6.0,0.9179999999999999,FIFO,In Stock,6,2025-08-12,-0.0709,0.7454999999999999,
SKU0277,Meat Product 276,Meat,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9369,2025-05-15,2025-05-08,2025-06-04,117,236,39,35,0,2,22.57,766000,10.46,103.0,35,3,1.81,1.88,426.29,2.87,11.0,0.8109000000000001,FIFO,Expiring Soon,5,2025-08-06,0.0834,0.8228,
SKU0278,Household Product 188,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH4580,2025-05-20,2025-04-23,2029-06-11,112,204,22,11,1,0,12.84,497000,15.89,60.0,21,3,2.43,2.62,496.39,1.89,5.0,0.8912,FIFO,In Stock,-1,2025-06-18,-0.016200000000000003,0.8532,
SKU0279,Meat Product 17,Meat,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH8193,2025-06-12,2025-04-18,2025-06-19,89,373,90,69,0,1,29.27,1139,12.74,46.0,17,1,4.08,3.69,1520.83,2.35,9.0,0.7793000000000001,FIFO,Expiring Soon,0,2025-08-10,-0.018600000000000002,0.9042,
SKU0280,Beverages Product 353,Beverages,A,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3719,2025-04-01,2025-02-21,2028-08-24,161,961,167,238,3,0,86.1,3065,11.16,134.0,48,1,7.98,8.43,7672.82,2.69,41.0,0.9277,FIFO,In Stock,2,2025-08-14,-0.0382,0.7521,
SKU0281,Household Product 292,Household,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH9827,2025-06-30,2025-06-20,2029-11-03,71,136,46,34,5,2,18.05,589000,7.53,59.0,23,2,9.94,9.07,1351.24,3.98,4.0,0.8672,FEFO,In Stock,1,2025-06-11,-0.07,0.6064,
SKU0282,Pantry Product 488,Pantry,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1971,2025-08-06,2025-07-20,2028-11-25,34,37,37,0,2,0,20.31,623000,1.82,155.0,53,5,14.0,15.28,518.16,16.47,7.0,0.7092,FIFO,Low Stock,0,2025-06-12,-0.057999999999999996,0.9268000000000001,
SKU0283,Meat Product 365,Meat,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH9019,2025-03-20,2025-03-11,2025-04-06,173,320,61,91,0,0,25.65,943000,12.48,274.0,94,7,2.75,2.77,881.34,2.4,11.0,0.9556,FEFO,Expiring Soon,0,2025-06-21,0.0707,0.649,
SKU0284,Frozen Product 325,Frozen,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH7046,2025-05-01,2025-04-02,2026-01-07,131,42,14,20,3,0,8.1,222000,5.19,13.0,5,1,5.16,4.74,216.51,5.79,5.0,0.7164,FEFO,In Stock,2,2025-07-30,-0.0617,0.8011,
SKU0285,Household Product 434,Household,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6869,2025-03-31,2025-02-05,2029-12-20,162,128,27,25,0,1,12.17,323000,10.52,81.0,32,4,11.31,12.86,1447.26,2.85,5.0,0.9848,FIFO,In Stock,7,2025-07-03,-0.039,0.6134000000000001,
SKU0286,Personal Product 423,Personal Care,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5646,2025-07-03,2025-06-12,2028-04-24,68,64,2,5,2,2,7.2,178000,8.89,60.0,24,5,9.62,9.67,615.71,3.38,1.0,0.9515,FIFO,In Stock,1,2025-06-29,0.0552,0.882,
SKU0287,Household Product 458,Household,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH8529,2025-08-15,2025-08-14,2030-02-17,25,269,19,37,3,1,17.61,472000,15.28,28.0,10,1,4.36,4.49,1174.13,1.96,5.0,0.9148999999999999,FIFO,In Stock,0,2025-08-20,-0.053099999999999994,0.6132,
SKU0288,Fresh Product 491,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH5945,2025-03-17,2025-03-07,2025-03-22,176,180,22,32,1,1,20.16,743000,8.93,128.0,47,4,1.46,1.36,263.11,3.36,11.0,0.9231999999999999,FEFO,Expiring Soon,0,2025-08-29,0.0176,0.6740999999999999,
SKU0289,Meat Product 191,Meat,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH4836,2025-05-31,2025-05-04,2025-06-14,101,36,3,6,2,0,3.04,65000,11.84,21.0,12,3,2.5,2.38,90.0,2.53,2.0,0.8328,FIFO,Expiring Soon,-2,2025-06-11,0.049100000000000005,0.8774,High return rate
SKU0290,Frozen Product 68,Frozen,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH8291,2025-04-30,2025-04-30,2026-04-19,132,135,87,7,0,1,29.19,787000,4.62,134.0,46,3,2.43,2.73,328.46,6.49,6.0,0.8062,FIFO,In Stock,0,2025-06-12,-0.098,0.8748,
SKU0291,Dairy Product 441,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH4751,2025-05-10,2025-04-16,2025-05-19,122,180,52,41,1,0,17.64,590000,10.2,266.0,90,10,1.09,1.06,195.73,2.94,6.0,0.9303,FIFO,Low Stock,-2,2025-08-27,0.057800000000000004,0.6925,Promotional item
SKU0292,Personal Product 71,Personal Care,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3340,2025-03-29,2025-03-25,2030-01-13,164,87,34,16,2,0,10.75,350000,8.09,53.0,21,3,9.23,9.59,803.16,3.71,6.0,0.9233,FIFO,In Stock,-6,2025-06-23,-0.06509999999999999,0.8473,
SKU0293,Frozen Product 370,Frozen,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8248,2025-05-27,2025-04-02,2026-04-29,105,126,28,14,0,2,10.01,304000,12.59,38.0,18,2,5.25,4.87,661.12,2.38,3.0,0.9547,FIFO,In Stock,-2,2025-08-29,-0.0223,0.6724,
SKU0294,Dairy Product 64,Dairy,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6152,2025-06-12,2025-04-23,2025-07-02,89,579,132,50,2,0,54.27,1668,10.67,577.0,197,7,1.89,2.07,1094.89,2.81,19.0,0.8133,FIFO,Expiring Soon,5,2025-08-09,0.024399999999999998,0.9055,
SKU0295,Fresh Product 284,Fresh Produce,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1439,2025-04-07,2025-02-12,2025-04-14,155,161,16,19,0,0,15.62,532000,10.31,119.0,41,5,1.28,1.45,205.73,2.91,8.0,0.8552,FEFO,Expiring Soon,-1,2025-08-14,-0.0361,0.7184,
SKU0296,Frozen Product 383,Frozen,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH4921,2025-03-28,2025-02-25,2025-10-07,165,351,44,11,2,2,19.36,532000,18.13,296.0,102,10,6.66,6.52,2338.22,1.65,10.0,0.8243,FEFO,In Stock,-2,2025-08-26,-0.08310000000000001,0.6292,
SKU0297,Pantry Product 37,Pantry,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH3162,2025-06-09,2025-05-16,2028-03-18,92,73,7,8,0,0,4.65,121000,15.7,11.0,6,1,1.69,1.79,123.19,1.91,3.0,0.8529000000000001,FEFO,In Stock,2,2025-07-25,0.0649,0.9723999999999999,
SKU0298,Dairy Product 242,Dairy,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1225,2025-04-12,2025-03-27,2025-04-21,150,56,56,0,2,1,35.45,1255,1.58,61.0,26,1,0.92,1.04,51.53,18.99,13.0,0.9702,FIFO,Low Stock,1,2025-09-04,0.0083,0.8402,
SKU0299,Personal Product 204,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9209,2025-04-02,2025-02-12,2030-03-31,160,92,16,18,1,4,5.62,121000,16.37,38.0,16,4,15.5,17.7,1426.16,1.83,4.0,0.7825,FEFO,In Stock,0,2025-07-17,0.078,0.6937000000000001,
SKU0300,Fresh Product 275,Fresh Produce,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH2369,2025-08-01,2025-07-13,2025-08-08,39,186,17,17,3,0,11.61,366000,16.02,42.0,19,2,1.54,1.74,286.98,1.87,3.0,0.8220999999999999,FIFO,Expiring Soon,-5,2025-07-06,-0.011899999999999999,0.9649,
SKU0301,Personal Product 80,Personal Care,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2083,2025-06-01,2025-05-13,2029-09-14,100,142,26,23,1,0,18.95,445000,7.49,66.0,28,2,7.69,8.34,1092.18,4.0,7.0,0.9168000000000001,FEFO,In Stock,0,2025-08-10,0.059500000000000004,0.7278,Seasonal SKU
SKU0302,Personal Product 60,Personal Care,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6067,2025-04-07,2025-02-24,2026-07-28,155,137,16,4,2,3,12.78,491000,10.72,274.0,95,14,6.53,6.31,894.34,2.8,5.0,0.7945,FIFO,Low Stock,4,2025-08-25,-0.0958,0.784,High return rate
SKU0303,Beverages Product 84,Beverages,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH5247,2025-04-29,2025-04-19,2029-03-23,133,91,76,15,2,1,20.74,569000,4.39,63.0,22,2,7.27,8.27,661.74,6.84,14.0,0.8197,FEFO,In Stock,-1,2025-08-24,-0.0026,0.6993,
SKU0304,Household Product 376,Household,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH5456,2025-06-16,2025-05-14,2028-11-11,85,30,0,3,0,0,3.14,78000,9.55,16.0,10,2,19.42,19.48,582.71,3.14,1.0,0.7236,FIFO,In Stock,0,2025-08-07,-0.0565,0.8966,
SKU0305,Pantry Product 40,Pantry,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH1908,2025-05-02,2025-04-01,2028-05-08,130,13,2,2,2,0,1.29,47000,10.08,3.0,2,1,7.27,8.08,94.57,2.98,2.0,0.7666,FIFO,In Stock,2,2025-07-24,0.059800000000000006,0.8763,
SKU0306,Beverages Product 458,Beverages,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH1042,2025-07-13,2025-07-11,2029-05-20,58,661,243,134,0,0,79.67,2698,8.3,1.203,406,10,1.85,1.82,1224.17,3.62,25.0,0.9889,FIFO,Low Stock,3,2025-08-09,-0.0559,0.8369,Promotional item
SKU0307,Bakery Product 77,Bakery,B,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7870,2025-04-21,2025-04-07,2025-04-28,141,633,55,32,1,2,48.02,1054,13.18,217.0,73,3,2.94,2.65,1859.31,2.28,26.0,0.7954000000000001,FEFO,Expiring Soon,3,2025-08-09,0.052199999999999996,0.8869,
SKU0308,Beverages Product 139,Beverages,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH9225,2025-06-06,2025-04-24,2027-02-05,95,488,58,119,2,0,58.54,1900,8.34,273.0,97,3,1.63,1.78,797.25,3.6,25.0,0.8109999999999999,FIFO,In Stock,5,2025-08-18,0.01,0.9704,
SKU0309,Frozen Product 24,Frozen,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH6090,2025-05-13,2025-04-23,2026-01-20,119,329,58,39,1,0,26.15,763000,12.58,118.0,40,3,7.48,7.61,2460.62,2.38,11.0,0.9381,FIFO,In Stock,3,2025-07-01,-0.0902,0.7145999999999999,
SKU0310,Bakery Product 150,Bakery,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH8600,2025-04-03,2025-03-11,2025-04-06,159,112,9,14,1,0,10.82,266000,10.35,123.0,47,7,2.33,2.24,261.13,2.9,4.0,0.8431000000000001,FEFO,Low Stock,1,2025-08-15,-0.09269999999999999,0.7411,
SKU0311,Pantry Product 408,Pantry,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1391,2025-09-08,2025-08-25,2028-12-25,1,291,37,50,4,1,24.73,670000,11.77,190.0,66,5,8.25,7.71,2400.81,2.55,14.0,0.9551999999999999,FEFO,In Stock,5,2025-06-20,0.0332,0.9445999999999999,
SKU0312,Household Product 487,Household,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH6038,2025-03-25,2025-03-19,2028-05-03,168,35,2,2,3,0,4.39,163000,7.97,7.0,3,1,6.75,7.04,236.32,3.76,3.0,0.7384000000000001,FIFO,In Stock,-3,2025-07-04,-0.0116,0.8876000000000001,
SKU0313,Bakery Product 493,Bakery,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH1719,2025-06-30,2025-05-03,2025-07-02,71,265,155,110,6,2,57.12,1612,4.64,430.0,144,5,1.71,1.86,453.07,6.47,22.0,0.9357,FIFO,Low Stock,7,2025-07-05,-0.0965,0.713,
SKU0314,Personal Product 235,Personal Care,B,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3187,2025-08-16,2025-07-07,2029-06-16,24,66,11,36,2,0,10.97,388000,6.02,51.0,18,3,20.14,19.65,1328.91,4.99,3.0,0.847,FEFO,In Stock,0,2025-08-31,-0.095,0.7015,
SKU0315,Fresh Product 340,Fresh Produce,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6161,2025-06-27,2025-04-29,2025-07-04,74,254,25,27,4,1,21.37,483000,11.89,131.0,46,4,1.27,1.16,321.34,2.52,8.0,0.8661,FEFO,Expiring Soon,-4,2025-06-12,0.0655,0.7282,
SKU0316,Seafood Product 232,Seafood,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH3230,2025-08-21,2025-07-03,2025-08-27,19,15,2,1,3,1,1.11,25000,13.51,12.0,6,5,14.27,14.3,214.04,2.22,3.0,0.9948,FIFO,Expiring Soon,0,2025-08-21,-0.0425,0.6004999999999999,Fragile
SKU0317,Frozen Product 209,Frozen,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8404,2025-06-10,2025-05-22,2026-01-29,91,136,26,37,0,0,15.46,567000,8.8,236.0,81,10,3.01,2.88,409.07,3.41,7.0,0.8047,FEFO,Low Stock,-2,2025-08-07,0.07629999999999999,0.8417,
SKU0318,Fresh Product 414,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH6370,2025-08-30,2025-08-21,2025-09-05,10,621,46,81,1,1,42.74,1093,14.53,262.0,91,4,1.36,1.27,844.68,2.06,11.0,0.7291,FIFO,Expiring Soon,1,2025-08-09,-0.0787,0.9793000000000001,
SKU0319,Bakery Product 26,Bakery,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7625,2025-07-27,2025-06-03,2025-07-29,44,554,8,93,1,0,45.07,1138,12.29,954.0,323,14,2.53,2.49,1401.23,2.44,16.0,0.9876999999999999,FEFO,Low Stock,1,2025-06-30,-0.036699999999999997,0.9544,
SKU0320,Meat Product 237,Meat,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2010,2025-08-09,2025-06-17,2025-08-14,31,80,25,21,0,1,10.18,327000,7.86,48.0,17,3,11.64,10.74,931.25,3.82,4.0,0.7252,FIFO,Expiring Soon,-3,2025-08-24,0.0023,0.6606000000000001,
SKU0321,Bakery Product 352,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH2228,2025-04-12,2025-04-11,2025-04-16,150,74,2,12,2,1,15.97,597000,4.63,55.0,23,2,3.68,4.15,272.55,6.47,4.0,0.857,FIFO,Expiring Soon,0,2025-08-15,0.056299999999999996,0.8409,
SKU0322,Frozen Product 66,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH8552,2025-08-09,2025-08-06,2026-02-15,31,234,15,31,0,2,20.86,506000,11.22,36.0,15,1,3.12,3.07,730.9,2.67,3.0,0.7222,FIFO,In Stock,1,2025-06-28,-0.034300000000000004,0.7845,
SKU0323,Beverages Product 255,Beverages,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3831,2025-03-19,2025-02-25,2028-08-08,174,2,151,139,0,0,85.74,2618,18.47,902.0,302,7,4.38,4.47,6934.91,1.62,32.0,0.8855,FIFO,In Stock,4,2025-08-17,-0.07769999999999999,0.7829999999999999,
SKU0324,Frozen Product 77,Frozen,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5026,2025-04-04,2025-02-22,2026-03-07,158,180,44,38,1,2,38.73,1340,4.65,586.0,199,10,6.34,5.8,1141.18,6.45,14.0,0.9396,FEFO,Low Stock,3,2025-07-08,0.08539999999999999,0.8554999999999999,
SKU0325,Pantry Product 32,Pantry,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7868,2025-06-03,2025-05-22,2027-03-11,98,108,15,0,0,0,5.99,187000,18.03,51.0,21,5,13.03,13.86,1407.29,1.66,4.0,0.7014,FIFO,In Stock,-2,2025-06-21,0.0023,0.7454000000000001,
SKU0326,Pantry Product 10,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8940,2025-05-10,2025-04-18,2029-05-29,122,69,25,23,3,0,9.42,362000,7.32,62.0,24,4,1.36,1.33,94.12,4.1,7.0,0.7223,FEFO,In Stock,0,2025-07-22,-0.025,0.9545999999999999,
SKU0327,Fresh Product 306,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8728,2025-06-30,2025-05-28,2025-07-03,71,433,147,58,1,0,53.2,1917,8.14,248.0,88,3,1.57,1.43,679.59,3.69,16.0,0.8389,FEFO,Expiring Soon,-3,2025-06-27,-0.061200000000000004,0.9201999999999999,
SKU0328,Personal Product 52,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1916,2025-07-03,2025-05-16,2029-06-29,68,15,3,2,1,1,1.75,49000,8.57,16.0,7,5,4.19,4.51,62.81,3.5,2.0,0.8020999999999999,FIFO,Low Stock,2,2025-06-28,0.0642,0.7401000000000001,
SKU0329,Household Product 182,Household,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6210,2025-07-11,2025-05-21,2029-11-05,60,15,8,7,0,1,2.92,100000,5.14,13.0,10,1,16.8,18.91,252.0,5.84,3.0,0.7225,FEFO,In Stock,2,2025-06-26,-0.08529999999999999,0.7177,Promotional item
SKU0330,Personal Product 289,Personal Care,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9882,2025-07-23,2025-07-04,2029-04-26,48,119,43,12,0,1,15.81,500000,7.53,168.0,57,7,18.4,21.14,2189.33,3.99,3.0,0.903,FIFO,Low Stock,6,2025-07-09,-0.0693,0.7922,Seasonal SKU
SKU0331,Meat Product 113,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6435,2025-05-10,2025-03-13,2025-05-15,122,301,29,31,0,1,32.22,1198,9.34,154.0,57,3,9.74,9.96,2932.52,3.21,18.0,0.8996999999999999,FIFO,Expiring Soon,2,2025-08-24,-0.0761,0.9460999999999999,
SKU0332,Dairy Product 411,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH3320,2025-09-04,2025-07-17,2025-09-15,5,86,21,2,0,0,10.47,268000,8.21,32.0,11,2,3.29,2.97,283.05,3.65,3.0,0.8741,FIFO,Expiring Soon,0,2025-07-04,-0.09609999999999999,0.7545999999999999,
SKU0333,Personal Product 192,Personal Care,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH5944,2025-08-15,2025-07-26,2028-07-04,25,128,14,7,1,0,7.79,165000,16.43,29.0,13,2,13.25,14.69,1695.56,1.83,4.0,0.7082999999999999,FIFO,In Stock,0,2025-08-20,-0.0913,0.6765000000000001,
SKU0334,Bakery Product 328,Bakery,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6846,2025-07-27,2025-07-13,2025-08-03,44,1,85,82,0,1,62.06,2167,16.47,190.0,66,2,1.36,1.49,1386.45,1.82,26.0,0.7243,FIFO,Expiring Soon,2,2025-07-23,-0.0378,0.7868999999999999,
SKU0335,Beverages Product 66,Beverages,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7415,2025-03-14,2025-01-19,2029-05-30,179,42,16,16,1,2,8.84,261000,4.75,60.0,25,4,6.17,6.73,259.23,6.31,1.0,0.8841,FIFO,Low Stock,0,2025-08-17,-0.099,0.8172,
SKU0336,Personal Product 496,Personal Care,A,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2705,2025-03-30,2025-01-30,2029-05-31,163,150,45,57,0,2,22.39,656000,6.7,72.0,27,2,15.76,17.7,2364.69,4.48,10.0,0.7713,FEFO,In Stock,-3,2025-08-22,-0.045899999999999996,0.7195,
SKU0337,Fresh Product 178,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6500,2025-03-31,2025-03-03,2025-04-04,162,1,95,103,0,0,71.51,2127,15.51,1.51,509,14,1.36,1.38,1511.12,1.93,24.0,0.7428,FIFO,Low Stock,-2,2025-08-07,-0.0204,0.7816,
SKU0338,Beverages Product 180,Beverages,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7323,2025-09-09,2025-08-12,2026-12-16,0,1,141,202,1,0,91.62,2779,11.19,1.378,462,10,2.19,2.04,2241.88,2.68,42.0,0.7746,FEFO,Low Stock,1,2025-08-19,0.053200000000000004,0.6428,
SKU0339,Frozen Product 194,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH8855,2025-06-05,2025-04-16,2025-12-27,96,186,69,19,0,0,20.39,785000,9.12,98.0,37,3,3.85,4.21,715.45,3.29,9.0,0.9256,FIFO,In Stock,-2,2025-08-20,-0.0793,0.7667,
SKU0340,Household Product 18,Household,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH2715,2025-06-20,2025-06-16,2027-12-06,81,108,29,11,0,1,17.86,467000,6.05,190.0,65,7,6.05,6.69,653.55,4.96,10.0,0.7149,FEFO,Low Stock,1,2025-08-19,0.08109999999999999,0.6179,
SKU0341,Dairy Product 39,Dairy,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH8909,2025-06-15,2025-05-01,2025-07-11,86,154,71,83,0,0,44.06,1279,3.5,74.0,30,1,0.94,1.02,144.82,8.58,10.0,0.7434999999999999,FIFO,Expiring Soon,-3,2025-07-16,-0.08410000000000001,0.9403,
SKU0342,Dairy Product 456,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6424,2025-08-27,2025-08-14,2025-09-06,13,47,27,7,0,1,7.09,192000,6.63,12.0,5,1,0.9,0.92,42.07,4.53,2.0,0.8896,FIFO,Expiring Soon,0,2025-07-19,0.065,0.9655,
SKU0343,Beverages Product 374,Beverages,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5872,2025-03-24,2025-03-09,2027-10-21,169,434,297,6,0,1,89.79,3161,4.83,405.0,136,3,4.78,4.35,2076.21,6.21,46.0,0.7895,FIFO,In Stock,2,2025-09-03,0.0827,0.6119,
SKU0344,Pantry Product 252,Pantry,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH8005,2025-06-09,2025-06-04,2026-06-16,92,20,11,0,1,1,2.93,92000,6.83,25.0,10,5,5.63,5.34,112.6,4.4,4.0,0.769,FEFO,Low Stock,8,2025-06-17,-0.0571,0.6818000000000001,
